難易度,問題文,正解,偽選択肢1,偽選択肢2,偽選択肢3
1,100を2こ10を6こ1を8こあつめた数は???です,268,269,278,279
1,100を8こ10を2こ1を7こあつめた数は???です,827,828,837,838
1,100を6こ10を3こ1を1こあつめた数は???です,631,632,641,642
1,100を8こ10を4こ1を3こあつめた数は???です,843,844,853,854
1,478は１００を□こ10を□こ1を□こあつめた数です。,4，7，8,5，8，8,6，7，8,3，8，8
1,100を9こ10を5こ1を9こあつめた数は???です,959,960,969,970
1,344は１００を□こ10を□こ1を□こあつめた数です。,3，4，4,4，5，4,5，4，4,2，5，4
1,753は１００を□こ10を□こ1を□こあつめた数です。,7，5，3,8，6，3,9，5，3,6，6，3
1,389は１００を□こ10を□こ1を□こあつめた数です。,3，8，9,4，9，9,5，8，9,2，9，9
1,100を3こ10を4こ1を5こあつめた数は???です,345,346,355,356
1,721は１００を□こ10を□こ1を□こあつめた数です。,7，2，1,8，3，1,9，2，1,6，3，1
1,100を9こ10を1こ1を0こあつめた数は???です,910,911,920,921
1,100を8こ10を4こ1を1こあつめた数は???です,841,842,851,852
1,786は１００を□こ10を□こ1を□こあつめた数です。,7，8，6,8，9，6,9，8，6,6，9，6
1,657は１００を□こ10を□こ1を□こあつめた数です。,6，5，7,7，6，7,8，5，7,5，6，7
1,100を1こ10を4こ1を1こあつめた数は???です,141,142,151,152
1,100を5こ10を2こ1を5こあつめた数は???です,525,526,535,536
1,560は１００を□こ10を□こ1を□こあつめた数です。,5，6，0,6，7，0,7，6，0,4，7，0
1,100を3こ10を8こ1を3こあつめた数は???です,383,384,393,394
1,701は１００を□こ10を□こ1を□こあつめた数です。,7，0，1,8，1，1,9，0，1,6，1，1
1,100を4こ10を2こ1を2こあつめた数は???です,422,423,432,433
1,100を2こ10を1こ1を1こあつめた数は???です,211,212,221,222
1,100を7こ10を7こ1を9こあつめた数は???です,779,780,789,790
1,100を3こ10を6こ1を6こあつめた数は???です,366,367,376,377
1,100を9こ10を8こ1を2こあつめた数は???です,982,983,992,993
1,100を4こ10を1こ1を6こあつめた数は???です,416,417,426,427
1,100を9こ10を2こ1を2こあつめた数は???です,922,923,932,933
1,952は１００を□こ10を□こ1を□こあつめた数です。,9，5，2,10，6，2,11，5，2,8，6，2
1,100を3こ10を7こ1を5こあつめた数は???です,375,376,385,386
1,100を2こ10を4こ1を6こあつめた数は???です,246,247,256,257
1,570−670−770−870−□,970,1020,920,1070
1,100を5こ10を3こ1を7こあつめた数は???です,537,538,547,548
1,873は１００を□こ10を□こ1を□こあつめた数です。,8，7，3,9，8，3,10，7，3,7，8，3
1,905は１００を□こ10を□こ1を□こあつめた数です。,9，0，5,10，1，5,11，0，5,8，1，5
1,100を7こ10を0こ1を5こあつめた数は???です,705,706,715,716
1,113は１００を□こ10を□こ1を□こあつめた数です。,1，1，3,2，2，3,3，1，3,0，2，3
1,100を5こ10を1こ1を1こあつめた数は???です,511,512,521,522
1,100を7こ10を1こ1を2こあつめた数は???です,712,713,722,723
1,600は１００を□こ10を□こ1を□こあつめた数です。,6，0，0,7，1，0,8，0，0,5，1，0
1,100を6こ10を4こ1を8こあつめた数は???です,648,649,658,659
1,100を3こ10を9こ1を1こあつめた数は???です,391,392,401,402
1,100を1こ10を5こ1を2こあつめた数は???です,152,153,162,163
1,291は１００を□こ10を□こ1を□こあつめた数です。,2，9，1,3，10，1,4，9，1,1，10，1
1,100を3こ10を1こ1を0こあつめた数は???です,310,311,320,321
1,711は１００を□こ10を□こ1を□こあつめた数です。,7，1，1,8，2，1,9，1，1,6，2，1
1,764は１００を□こ10を□こ1を□こあつめた数です。,7，6，4,8，7，4,9，6，4,6，7，4
1,524は１００を□こ10を□こ1を□こあつめた数です。,5，2，4,6，3，4,7，2，4,4，3，4
1,100を2こ10を2こ1を7こあつめた数は???です,227,228,237,238
1,100を5こ10を3こ1を2こあつめた数は???です,532,533,542,543
1,100を4こ10を9こ1を1こあつめた数は???です,491,492,501,502
1,100を3こ10を2こ1を4こあつめた数は???です,324,325,334,335
1,100を8こ10を0こ1を4こあつめた数は???です,804,805,814,815
1,162は１００を□こ10を□こ1を□こあつめた数です。,1，6，2,2，7，2,3，6，2,0，7，2
1,100を8こ10を9こ1を1こあつめた数は???です,891,892,901,902
1,572は１００を□こ10を□こ1を□こあつめた数です。,5，7，2,6，8，2,7，7，2,4，8，2
1,419は１００を□こ10を□こ1を□こあつめた数です。,4，1，9,5，2，9,6，1，9,3，2，9
1,100を9こ10を3こ1を8こあつめた数は???です,938,939,948,949
1,122は１００を□こ10を□こ1を□こあつめた数です。,1，2，2,2，3，2,3，2，2,0，3，2
1,270−370−470−570−□,670,720,620,770
1,100を8こ10を4こ1を5こあつめた数は???です,845,846,855,856
1,298は１００を□こ10を□こ1を□こあつめた数です。,2，9，8,3，10，8,4，9，8,1，10，8
1,914は１００を□こ10を□こ1を□こあつめた数です。,9，1，4,10，2，4,11，1，4,8，2，4
1,100を7こ10を3こ1を3こあつめた数は???です,733,734,743,744
1,100を1こ10を9こ1を1こあつめた数は???です,191,192,201,202
1,412は１００を□こ10を□こ1を□こあつめた数です。,4，1，2,5，2，2,6，1，2,3，2，2
1,100を5こ10を2こ1を2こあつめた数は???です,522,523,532,533
1,100を8こ10を4こ1を9こあつめた数は???です,849,850,859,860
1,375は１００を□こ10を□こ1を□こあつめた数です。,3，7，5,4，8，5,5，7，5,2，8，5
1,100を7こ10を7こ1を1こあつめた数は???です,771,772,781,782
1,430−530−630−730−□,830,880,780,930
1,853は１００を□こ10を□こ1を□こあつめた数です。,8，5，3,9，6，3,10，5，3,7，6，3
1,100を2こ10を8こ1を6こあつめた数は???です,286,287,296,297
1,537は１００を□こ10を□こ1を□こあつめた数です。,5，3，7,6，4，7,7，3，7,4，4，7
1,100を4こ10を9こ1を7こあつめた数は???です,497,498,507,508
1,100を7こ10を2こ1を1こあつめた数は???です,721,722,731,732
1,100を2こ10を8こ1を7こあつめた数は???です,287,288,297,298
1,100を2こ10を3こ1を8こあつめた数は???です,238,239,248,249
1,609は１００を□こ10を□こ1を□こあつめた数です。,6，0，9,7，1，9,8，0，9,5，1，9
1,518は１００を□こ10を□こ1を□こあつめた数です。,5，1，8,6，2，8,7，1，8,4，2，8
1,638は１００を□こ10を□こ1を□こあつめた数です。,6，3，8,7，4，8,8，3，8,5，4，8
1,398は１００を□こ10を□こ1を□こあつめた数です。,3，9，8,4，10，8,5，9，8,2，10，8
1,100を4こ10を7こ1を6こあつめた数は???です,476,477,486,487
1,923は１００を□こ10を□こ1を□こあつめた数です。,9，2，3,10，3，3,11，2，3,8，3，3
1,180−280−380−480−□,580,630,530,680
1,100を5こ10を4こ1を5こあつめた数は???です,545,546,555,556
1,100を4こ10を6こ1を8こあつめた数は???です,468,469,478,479
1,100を8こ10を8こ1を8こあつめた数は???です,888,889,898,899
1,100を6こ10を8こ1を0こあつめた数は???です,680,681,690,691
1,100を2こ10を8こ1を9こあつめた数は???です,289,290,299,300
1,393は１００を□こ10を□こ1を□こあつめた数です。,3，9，3,4，10，3,5，9，3,2，10，3
1,235は１００を□こ10を□こ1を□こあつめた数です。,2，3，5,3，4，5,4，3，5,1，4，5
1,516は１００を□こ10を□こ1を□こあつめた数です。,5，1，6,6，2，6,7，1，6,4，2，6
1,100を1こ10を9こ1を4こあつめた数は???です,194,195,204,205
1,100を7こ10を5こ1を1こあつめた数は???です,751,752,761,762
1,749は１００を□こ10を□こ1を□こあつめた数です。,7，4，9,8，5，9,9，4，9,6，5，9
1,100を2こ10を7こ1を6こあつめた数は???です,276,277,286,287
1,622は１００を□こ10を□こ1を□こあつめた数です。,6，2，2,7，3，2,8，2，2,5，3，2
1,477は１００を□こ10を□こ1を□こあつめた数です。,4，7，7,5，8，7,6，7，7,3，8，7
1,547は１００を□こ10を□こ1を□こあつめた数です。,5，4，7,6，5，7,7，4，7,4，5，7
1,100を4こ10を6こ1を1こあつめた数は???です,461,462,471,472
1,405は１００を□こ10を□こ1を□こあつめた数です。,4，0，5,5，1，5,6，0，5,3，1，5
1,520−620−720−820−□,920,970,870,1020
1,100を3こ10を4こ1を3こあつめた数は???です,343,344,353,354
1,100を6こ10を3こ1を9こあつめた数は???です,639,640,649,650
1,100を1こ10を9こ1を3こあつめた数は???です,193,194,203,204
1,811は１００を□こ10を□こ1を□こあつめた数です。,8，1，1,9，2，1,10，1，1,7，2，1
1,549は１００を□こ10を□こ1を□こあつめた数です。,5，4，9,6，5，9,7，4，9,4，5，9
1,120−220−320−420−□,520,570,470,620
1,194は１００を□こ10を□こ1を□こあつめた数です。,1，9，4,2，10，4,3，9，4,0，10，4
1,100を6こ10を1こ1を2こあつめた数は???です,612,613,622,623
1,249は１００を□こ10を□こ1を□こあつめた数です。,2，4，9,3，5，9,4，4，9,1，5，9
1,774は１００を□こ10を□こ1を□こあつめた数です。,7，7，4,8，8，4,9，7，4,6，8，4
1,100を1こ10を3こ1を2こあつめた数は???です,132,133,142,143
1,100を5こ10を9こ1を5こあつめた数は???です,595,596,605,606
1,100を5こ10を0こ1を0こあつめた数は???です,500,501,510,511
1,100を9こ10を2こ1を5こあつめた数は???です,925,926,935,936
1,877は１００を□こ10を□こ1を□こあつめた数です。,8，7，7,9，8，7,10，7，7,7，8，7
1,371は１００を□こ10を□こ1を□こあつめた数です。,3，7，1,4，8，1,5，7，1,2，8，1
1,846は１００を□こ10を□こ1を□こあつめた数です。,8，4，6,9，5，6,10，4，6,7，5，6
1,616は１００を□こ10を□こ1を□こあつめた数です。,6，1，6,7，2，6,8，1，6,5，2，6
1,591は１００を□こ10を□こ1を□こあつめた数です。,5，9，1,6，10，1,7，9，1,4，10，1
1,100を5こ10を4こ1を7こあつめた数は???です,547,548,557,558
1,986は１００を□こ10を□こ1を□こあつめた数です。,9，8，6,10，9，6,11，8，6,8，9，6
1,663は１００を□こ10を□こ1を□こあつめた数です。,6，6，3,7，7，3,8，6，3,5，7，3
1,822は１００を□こ10を□こ1を□こあつめた数です。,8，2，2,9，3，2,10，2，2,7，3，2
1,100を6こ10を4こ1を5こあつめた数は???です,645,646,655,656
1,191は１００を□こ10を□こ1を□こあつめた数です。,1，9，1,2，10，1,3，9，1,0，10，1
1,100を7こ10を8こ1を3こあつめた数は???です,783,784,793,794
1,455は１００を□こ10を□こ1を□こあつめた数です。,4，5，5,5，6，5,6，5，5,3，6，5
1,765は１００を□こ10を□こ1を□こあつめた数です。,7，6，5,8，7，5,9，6，5,6，7，5
1,100を6こ10を9こ1を6こあつめた数は???です,696,697,706,707
1,100を3こ10を3こ1を5こあつめた数は???です,335,336,345,346
1,100を2こ10を6こ1を9こあつめた数は???です,269,270,279,280
1,100を7こ10を5こ1を8こあつめた数は???です,758,759,768,769
1,936は１００を□こ10を□こ1を□こあつめた数です。,9，3，6,10，4，6,11，3，6,8，4，6
1,951は１００を□こ10を□こ1を□こあつめた数です。,9，5，1,10，6，1,11，5，1,8，6，1
1,706は１００を□こ10を□こ1を□こあつめた数です。,7，0，6,8，1，6,9，0，6,6，1，6
1,100を4こ10を4こ1を9こあつめた数は???です,449,450,459,460
1,100を4こ10を5こ1を3こあつめた数は???です,453,454,463,464
1,100を5こ10を0こ1を8こあつめた数は???です,508,509,518,519
1,100を3こ10を4こ1を9こあつめた数は???です,349,350,359,360
1,592は１００を□こ10を□こ1を□こあつめた数です。,5，9，2,6，10，2,7，9，2,4，10，2
1,210−310−410−510−□,610,660,560,710
1,100を4こ10を8こ1を2こあつめた数は???です,482,483,492,493
1,100を1こ10を1こ1を4こあつめた数は???です,114,115,124,125
1,669は１００を□こ10を□こ1を□こあつめた数です。,6，6，9,7，7，9,8，6，9,5，7，9
1,145は１００を□こ10を□こ1を□こあつめた数です。,1，4，5,2，5，5,3，4，5,0，5，5
1,100を3こ10を1こ1を3こあつめた数は???です,313,314,323,324
1,736は１００を□こ10を□こ1を□こあつめた数です。,7，3，6,8，4，6,9，3，6,6，4，6
1,100を7こ10を6こ1を3こあつめた数は???です,763,764,773,774
1,835は１００を□こ10を□こ1を□こあつめた数です。,8，3，5,9，4，5,10，3，5,7，4，5
1,100を6こ10を6こ1を0こあつめた数は???です,660,661,670,671
1,644は１００を□こ10を□こ1を□こあつめた数です。,6，4，4,7，5，4,8，4，4,5，5，4
1,313は１００を□こ10を□こ1を□こあつめた数です。,3，1，3,4，2，3,5，1，3,2，2，3
1,100を2こ10を9こ1を0こあつめた数は???です,290,291,300,301
1,482は１００を□こ10を□こ1を□こあつめた数です。,4，8，2,5，9，2,6，8，2,3，9，2
1,100を7こ10を1こ1を5こあつめた数は???です,715,716,725,726
1,538は１００を□こ10を□こ1を□こあつめた数です。,5，3，8,6，4，8,7，3，8,4，4，8
1,100を7こ10を5こ1を3こあつめた数は???です,753,754,763,764
1,631は１００を□こ10を□こ1を□こあつめた数です。,6，3，1,7，4，1,8，3，1,5，4，1
1,100を2こ10を8こ1を1こあつめた数は???です,281,282,291,292
1,100を6こ10を7こ1を7こあつめた数は???です,677,678,687,688
1,185は１００を□こ10を□こ1を□こあつめた数です。,1，8，5,2，9，5,3，8，5,0，9，5
1,429は１００を□こ10を□こ1を□こあつめた数です。,4，2，9,5，3，9,6，2，9,3，3，9
1,247は１００を□こ10を□こ1を□こあつめた数です。,2，4，7,3，5，7,4，4，7,1，5，7
1,100を2こ10を0こ1を6こあつめた数は???です,206,207,216,217
1,604は１００を□こ10を□こ1を□こあつめた数です。,6，0，4,7，1，4,8，0，4,5，1，4
1,100を5こ10を2こ1を3こあつめた数は???です,523,524,533,534
1,935は１００を□こ10を□こ1を□こあつめた数です。,9，3，5,10，4，5,11，3，5,8，4，5
1,159は１００を□こ10を□こ1を□こあつめた数です。,1，5，9,2，6，9,3，5，9,0，6，9
1,972は１００を□こ10を□こ1を□こあつめた数です。,9，7，2,10，8，2,11，7，2,8，8，2
1,261は１００を□こ10を□こ1を□こあつめた数です。,2，6，1,3，7，1,4，6，1,1，7，1
1,304は１００を□こ10を□こ1を□こあつめた数です。,3，0，4,4，1，4,5，0，4,2，1，4
1,100を5こ10を6こ1を6こあつめた数は???です,566,567,576,577
1,219は１００を□こ10を□こ1を□こあつめた数です。,2，1，9,3，2，9,4，1，9,1，2，9
1,745は１００を□こ10を□こ1を□こあつめた数です。,7，4，5,8，5，5,9，4，5,6，5，5
1,842は１００を□こ10を□こ1を□こあつめた数です。,8，4，2,9，5，2,10，4，2,7，5，2
1,100を8こ10を8こ1を2こあつめた数は???です,882,883,892,893
1,480は１００を□こ10を□こ1を□こあつめた数です。,4，8，0,5，9，0,6，8，0,3，9，0
1,189は１００を□こ10を□こ1を□こあつめた数です。,1，8，9,2，9，9,3，8，9,0，9，9
1,100を4こ10を5こ1を8こあつめた数は???です,458,459,468,469
1,406は１００を□こ10を□こ1を□こあつめた数です。,4，0，6,5，1，6,6，0，6,3，1，6
1,542は１００を□こ10を□こ1を□こあつめた数です。,5，4，2,6，5，2,7，4，2,4，5，2
1,100を9こ10を6こ1を4こあつめた数は???です,964,965,974,975
1,100を4こ10を1こ1を5こあつめた数は???です,415,416,425,426
1,100を3こ10を6こ1を0こあつめた数は???です,360,361,370,371
1,116は１００を□こ10を□こ1を□こあつめた数です。,1，1，6,2，2，6,3，1，6,0，2，6
1,100を4こ10を7こ1を4こあつめた数は???です,474,475,484,485
1,100を3こ10を2こ1を0こあつめた数は???です,320,321,330,331
1,257は１００を□こ10を□こ1を□こあつめた数です。,2，5，7,3，6，7,4，5，7,1，6，7
1,435は１００を□こ10を□こ1を□こあつめた数です。,4，3，5,5，4，5,6，3，5,3，4，5
1,100を1こ10を8こ1を2こあつめた数は???です,182,183,192,193
1,664は１００を□こ10を□こ1を□こあつめた数です。,6，6，4,7，7，4,8，6，4,5，7，4
1,400は１００を□こ10を□こ1を□こあつめた数です。,4，0，0,5，1，0,6，0，0,3，1，0
1,880は１００を□こ10を□こ1を□こあつめた数です。,8，8，0,9，9，0,10，8，0,7，9，0
1,100を6こ10を3こ1を2こあつめた数は???です,632,633,642,643
1,100を1こ10を0こ1を8こあつめた数は???です,108,109,118,119
1,100を7こ10を2こ1を0こあつめた数は???です,720,721,730,731
1,980は１００を□こ10を□こ1を□こあつめた数です。,9，8，0,10，9，0,11，8，0,8，9，0
1,100を1こ10を1こ1を1こあつめた数は???です,111,112,121,122
1,100を4こ10を6こ1を3こあつめた数は???です,463,464,473,474
1,260−360−460−560−□,660,710,610,760
1,100を6こ10を7こ1を8こあつめた数は???です,678,679,688,689
1,685は１００を□こ10を□こ1を□こあつめた数です。,6，8，5,7，9，5,8，8，5,5，9，5
1,100を9こ10を0こ1を6こあつめた数は???です,906,907,916,917
1,100を1こ10を0こ1を6こあつめた数は???です,106,107,116,117
1,100を3こ10を0こ1を5こあつめた数は???です,305,306,315,316
1,100を6こ10を9こ1を0こあつめた数は???です,690,691,700,701
1,100を9こ10を8こ1を9こあつめた数は???です,989,990,999,980
1,396は１００を□こ10を□こ1を□こあつめた数です。,3，9，6,4，10，6,5，9，6,2，10，6
1,100を2こ10を1こ1を0こあつめた数は???です,210,211,220,221
1,220−320−420−520−□,620,670,570,720
1,819は１００を□こ10を□こ1を□こあつめた数です。,8，1，9,9，2，9,10，1，9,7，2，9
1,939は１００を□こ10を□こ1を□こあつめた数です。,9，3，9,10，4，9,11，3，9,8，4，9
1,100を5こ10を7こ1を5こあつめた数は???です,575,576,585,586
1,679は１００を□こ10を□こ1を□こあつめた数です。,6，7，9,7，8，9,8，7，9,5，8，9
1,656は１００を□こ10を□こ1を□こあつめた数です。,6，5，6,7，6，6,8，5，6,5，6，6
1,100を3こ10を8こ1を7こあつめた数は???です,387,388,397,398
1,100を2こ10を9こ1を2こあつめた数は???です,292,293,302,303
1,100を4こ10を0こ1を1こあつめた数は???です,401,402,411,412
1,100を2こ10を8こ1を3こあつめた数は???です,283,284,293,294
1,100を5こ10を3こ1を8こあつめた数は???です,538,539,548,549
1,100を6こ10を4こ1を4こあつめた数は???です,644,645,654,655
1,245は１００を□こ10を□こ1を□こあつめた数です。,2，4，5,3，5，5,4，4，5,1，5，5
1,709は１００を□こ10を□こ1を□こあつめた数です。,7，0，9,8，1，9,9，0，9,6，1，9
1,100を5こ10を6こ1を4こあつめた数は???です,564,565,574,575
1,100を8こ10を1こ1を3こあつめた数は???です,813,814,823,824
1,100を2こ10を6こ1を6こあつめた数は???です,266,267,276,277
1,100を1こ10を4こ1を5こあつめた数は???です,145,146,155,156
1,100を2こ10を1こ1を9こあつめた数は???です,219,220,229,230
1,100を9こ10を4こ1を1こあつめた数は???です,941,942,951,952
1,100を2こ10を6こ1を1こあつめた数は???です,261,262,271,272
1,100を5こ10を5こ1を7こあつめた数は???です,557,558,567,568
1,100を7こ10を6こ1を0こあつめた数は???です,760,761,770,771
1,920は１００を□こ10を□こ1を□こあつめた数です。,9，2，0,10，3，0,11，2，0,8，3，0
1,100を1こ10を9こ1を8こあつめた数は???です,198,199,208,209
1,784は１００を□こ10を□こ1を□こあつめた数です。,7，8，4,8，9，4,9，8，4,6，9，4
1,100を5こ10を7こ1を7こあつめた数は???です,577,578,587,588
1,100を2こ10を8こ1を4こあつめた数は???です,284,285,294,295
1,769は１００を□こ10を□こ1を□こあつめた数です。,7，6，9,8，7，9,9，6，9,6，7，9
1,100を3こ10を7こ1を0こあつめた数は???です,370,371,380,381
1,100を4こ10を4こ1を6こあつめた数は???です,446,447,456,457
1,458は１００を□こ10を□こ1を□こあつめた数です。,4，5，8,5，6，8,6，5，8,3，6，8
1,708は１００を□こ10を□こ1を□こあつめた数です。,7，0，8,8，1，8,9，0，8,6，1，8
1,100を7こ10を9こ1を5こあつめた数は???です,795,796,805,806
1,946は１００を□こ10を□こ1を□こあつめた数です。,9，4，6,10，5，6,11，4，6,8，5，6
1,100を2こ10を5こ1を1こあつめた数は???です,251,252,261,262
1,383は１００を□こ10を□こ1を□こあつめた数です。,3，8，3,4，9，3,5，8，3,2，9，3
1,100を1こ10を8こ1を7こあつめた数は???です,187,188,197,198
1,895は１００を□こ10を□こ1を□こあつめた数です。,8，9，5,9，10，5,10，9，5,7，10，5
1,100を4こ10を9こ1を9こあつめた数は???です,499,500,509,510
1,175は１００を□こ10を□こ1を□こあつめた数です。,1，7，5,2，8，5,3，7，5,0，8，5
1,100を8こ10を8こ1を5こあつめた数は???です,885,886,895,896
1,367は１００を□こ10を□こ1を□こあつめた数です。,3，6，7,4，7，7,5，6，7,2，7，7
1,100を3こ10を8こ1を8こあつめた数は???です,388,389,398,399
1,535は１００を□こ10を□こ1を□こあつめた数です。,5，3，5,6，4，5,7，3，5,4，4，5
1,100を1こ10を0こ1を9こあつめた数は???です,109,110,119,120
1,100を3こ10を3こ1を0こあつめた数は???です,330,331,340,341
1,995は１００を□こ10を□こ1を□こあつめた数です。,9，9，5,10，10，5,11，9，5,8，10，5
1,100を1こ10を7こ1を2こあつめた数は???です,172,173,182,183
1,376は１００を□こ10を□こ1を□こあつめた数です。,3，7，6,4，8，6,5，7，6,2，8，6
1,882は１００を□こ10を□こ1を□こあつめた数です。,8，8，2,9，9，2,10，8，2,7，9，2
1,100を6こ10を8こ1を4こあつめた数は???です,684,685,694,695
1,315は１００を□こ10を□こ1を□こあつめた数です。,3，1，5,4，2，5,5，1，5,2，2，5
1,100を2こ10を4こ1を2こあつめた数は???です,242,243,252,253
1,223は１００を□こ10を□こ1を□こあつめた数です。,2，2，3,3，3，3,4，2，3,1，3，3
1,651は１００を□こ10を□こ1を□こあつめた数です。,6，5，1,7，6，1,8，5，1,5，6，1
1,100を3こ10を6こ1を1こあつめた数は???です,361,362,371,372
1,794は１００を□こ10を□こ1を□こあつめた数です。,7，9，4,8，10，4,9，9，4,6，10，4
1,127は１００を□こ10を□こ1を□こあつめた数です。,1，2，7,2，3，7,3，2，7,0，3，7
1,900は１００を□こ10を□こ1を□こあつめた数です。,9，0，0,10，1，0,11，0，0,8，1，0
1,100を9こ10を9こ1を2こあつめた数は???です,992,993,980,983
1,437は１００を□こ10を□こ1を□こあつめた数です。,4，3，7,5，4，7,6，3，7,3，4，7
1,392は１００を□こ10を□こ1を□こあつめた数です。,3，9，2,4，10，2,5，9，2,2，10，2
1,453は１００を□こ10を□こ1を□こあつめた数です。,4，5，3,5，6，3,6，5，3,3，6，3
1,177は１００を□こ10を□こ1を□こあつめた数です。,1，7，7,2，8，7,3，7，7,0，8，7
1,775は１００を□こ10を□こ1を□こあつめた数です。,7，7，5,8，8，5,9，7，5,6，8，5
1,632は１００を□こ10を□こ1を□こあつめた数です。,6，3，2,7，4，2,8，3，2,5，4，2
1,148は１００を□こ10を□こ1を□こあつめた数です。,1，4，8,2，5，8,3，4，8,0，5，8
1,100を3こ10を1こ1を8こあつめた数は???です,318,319,328,329
1,100を7こ10を4こ1を1こあつめた数は???です,741,742,751,752
1,640は１００を□こ10を□こ1を□こあつめた数です。,6，4，0,7，5，0,8，4，0,5，5，0
1,830は１００を□こ10を□こ1を□こあつめた数です。,8，3，0,9，4，0,10，3，0,7，4，0
1,420は１００を□こ10を□こ1を□こあつめた数です。,4，2，0,5，3，0,6，2，0,3，3，0
1,100を7こ10を2こ1を5こあつめた数は???です,725,726,735,736
1,100を9こ10を2こ1を7こあつめた数は???です,927,928,937,938
1,100を7こ10を4こ1を0こあつめた数は???です,740,741,750,751
1,100を7こ10を8こ1を4こあつめた数は???です,784,785,794,795
1,810は１００を□こ10を□こ1を□こあつめた数です。,8，1，0,9，2，0,10，1，0,7，2，0
1,859は１００を□こ10を□こ1を□こあつめた数です。,8，5，9,9，6，9,10，5，9,7，6，9
1,420−520−620−720−□,820,870,770,920
1,543は１００を□こ10を□こ1を□こあつめた数です。,5，4，3,6，5，3,7，4，3,4，5，3
1,160−260−360−460−□,560,610,510,660
1,720は１００を□こ10を□こ1を□こあつめた数です。,7，2，0,8，3，0,9，2，0,6，3，0
1,100を1こ10を0こ1を3こあつめた数は???です,103,104,113,114
1,100を5こ10を0こ1を6こあつめた数は???です,506,507,516,517
1,287は１００を□こ10を□こ1を□こあつめた数です。,2，8，7,3，9，7,4，8，7,1，9，7
1,838は１００を□こ10を□こ1を□こあつめた数です。,8，3，8,9，4，8,10，3，8,7，4，8
1,574は１００を□こ10を□こ1を□こあつめた数です。,5，7，4,6，8，4,7，7，4,4，8，4
1,100を2こ10を0こ1を1こあつめた数は???です,201,202,211,212
1,100を3こ10を4こ1を8こあつめた数は???です,348,349,358,359
1,593は１００を□こ10を□こ1を□こあつめた数です。,5，9，3,6，10，3,7，9，3,4，10，3
1,100を3こ10を9こ1を3こあつめた数は???です,393,394,403,404
1,693は１００を□こ10を□こ1を□こあつめた数です。,6，9，3,7，10，3,8，9，3,5，10，3
1,496は１００を□こ10を□こ1を□こあつめた数です。,4，9，6,5，10，6,6，9，6,3，10，6
1,100を1こ10を2こ1を7こあつめた数は???です,127,128,137,138
1,100を5こ10を7こ1を1こあつめた数は???です,571,572,581,582
1,566は１００を□こ10を□こ1を□こあつめた数です。,5，6，6,6，7，6,7，6，6,4，7，6
1,100を2こ10を5こ1を6こあつめた数は???です,256,257,266,267
1,100を5こ10を5こ1を8こあつめた数は???です,558,559,568,569
1,100を4こ10を4こ1を4こあつめた数は???です,444,445,454,455
1,910は１００を□こ10を□こ1を□こあつめた数です。,9，1，0,10，2，0,11，1，0,8，2，0
